,review_id,user_id,business_id,stars,date,text,useful,funny,cool,sentiment
0,WYDFJOBOl7cycd7gN-c_xA,u0LXt3Uea_GidxRW1xcsfg,zgQHtqX0gqMw1nlBZl2VnQ,1,2012-10-30,"really excited to hear of this restaurant coming to Toronto. When it finally opened, my friend and I were really excited to try this place.

Service here is not great, it felt like they had forgotten about us and that they didn't care about the service as everything came out one at a time. My friend and I had each ordered a ginger beer, which came out at two separate times (it was almost as if they had to go in the back and make it themselves - that's how long it took).

There is absolutely no vegetarian options, except for the one cold noodle - the mushroom bun is not vegetarian.

The pork belly bun was nothing special - just a piece of meat with the bun. For my vegetarian friend, we had ordered the bun plain so she could experience it as well, and they literally just gave it to us plain, with no sauce, no kimchi.

The Momofuko ramen was awful. It was bland and mushy. After a few bites, I couldn't handle eating anymore.

Momofuko is not the place to go if you want real ramen. I've had better experience with instant noodles.",9,2,1,positive
1,f17tpJXCwTE0M137d9yX6g,nOTl4aPC4tKHK35T3bNauQ,zgQHtqX0gqMw1nlBZl2VnQ,2,2013-10-19,"While I really enjoyed the noodles, their signature pork buns, which seemed to be something everyone orders and raves about, I did not like at all. The pork was pure fat and while it wasn't gristly, it was SO greasy, the grease positively dripped all over your hands. It was hugely unappetizing. I couldn't taste the cucumbers and didn't see any evidence of scallions. It was basically just pure fat, wrapped in a bland ""bun"". So I guess if you enjoy really fatty, greasy appetizers, this is the right deal. (Really, I can't stress enough how fatty the pork was...it was purely, white, greasy fat! Either change the name of the dish to pork fat buns, or please add some actual pork!)

The noodles however, were quite good and I liked the flavour combinations. I had the dan dan noodles, which is spicy pork, dried scallops and peanuts. I enjoyed that you could really taste the peanuts. I was a little disappointed that the pork was ground pork, instead of shredded pork. It made the dish seem cheaper and less inspired. 

I liked the atmosphere, but the seating is at long tables and so you share the space with whoever they place next to you. The seats are long benches, so if you're in the middle of the bench, you have to lift your leg over...I saw guys struggling to do this...now imagine being a girl, wearing a skirt and having to do this. No graceful way to go about that!

To be honest, this place just didn't blow me away enough to make a conscious effort to return. It certainly wasn't terrible, but it wasn't really good either.",2,1,0,positive
2,3caH15-vEZm-yDGTMM-2sQ,xYciRtVZ1PW4IxSX4oJ1aw,zgQHtqX0gqMw1nlBZl2VnQ,1,2015-04-03,"My review is only for the Noodle Bar, I would probably come to Momofuku for Daisho next time. The service here was bad. Our servers didn't bother to pay attention to us, and without asking, she gave us the bill before our dessert even arrived!

-Pork Buns - hoisin, scallion, cucumber - $10: I love the pork buns in Momofuku, but it's not something that I would come back for just to have. For $10, these didn't have enough cucumber or scallion. I wish it would have had something pickled to add some tart to the buns and balance the flavour out. In any case, these were delicious and the pork just melt in your mouth, mhmm so good. 

-Winter Ramen - smoked chicken, squash, kale, egg - $15: although this time they improved a bit with the broth, it was still lukewarm, not hot like other authentic Japanese ramen joints. The broth lacked flavor and I didn't taste the kale at all. That small yellow lump in the center is the squash and when mixed with the broth, the entire dish turned too sweet so I don't understand why they felt the need to add squash onto the dish? Also, I'm surprised the egg was poached, hence it had a very runny egg yolk, which is completely different from a traditional Japanese ramen... Normally the egg should be soft-boiled, with the egg white just set and an almost runny egg yolk. The best part of the dish is perhaps the chicken. It was cooked perfectly and the sauce seemed to be a teriyaki sauce? Very delicious and flavorful.

-Milk bar soft serve- Twist of Cereal Milk and Fried Apple Pie - $8:  I prefer the cereal milk instead of the fried apple pie. The fried apple pie was overly sweet whereas the cereal milk was done just right. I remember there was a slight salty taste to the cereal milk soft serve, it was really unique and overall, delicious!",2,1,0,positive
3,gNGlJMcj_QR0yxHUGjX3lw,JjRelLkHLVtYQO7JYvbCJQ,zgQHtqX0gqMw1nlBZl2VnQ,4,2015-08-29,"Everything on the menu was delicious! The side by side seating was great to chat with others. The ramen bowls had plenty for one and the broth had extreme depth in flavor. The lamb ssam was great but beware of the portion size. Overall, everything I wanted from David Chang.",0,0,0,positive
4,BPAsFw0HNyaqYYUd3P1TIA,JoxK3Kyr7p-HnHcylBr-Dw,zgQHtqX0gqMw1nlBZl2VnQ,3,2016-01-23,"It's nothing special, the ramen is very mediocre but the compost cookie from the milk bar is good! I would only go back for the milk bar, that's it.",0,0,0,positive
5,UTea0uy0tg984Fg_dZT9qA,f9w3rR7chbZESI-eqV0pbg,zgQHtqX0gqMw1nlBZl2VnQ,2,2017-11-29,"Not worth going to. I ordered a ramen and the chicken was very dry and over done, the soup was way too salty and tasted very artificial as well. Definitely way better ramen shops in the gta. The chicken bao was absolutely horrible because  1. It was way too spicy  and 2. Way too dry. It burnt my mouth and stomach the whole night.",0,0,0,negative
6,9TIOEL-ilWe0paMkeKjmQg,Oye9x7S8J6Wy7n0Zo4haBg,zgQHtqX0gqMw1nlBZl2VnQ,4,2017-05-17,"Finally came here after much anticipation! I was looking forward to checking it out since we first planned our Toronto trip from LA. My fiancé and I are ramen fans and after the Netflix special, we decided we had to try Momofuku. I gotta say, the look of the place is very cool and we liked how the ramen spot is on the fist floor and the other two Momofukus are on the second and third floor. Very cool design. 
  Now the food; it was good. There was nothing we didn't like and we expected a higher price point. Were we blown away, not really. We started with beers and a bottle of nigori, can't go wrong there. For an appetizer we got the Inari (raw beef over rice with shiso leaf and egg yolk. This was tasty, very different from what I've ever had before.. kind of a beef tar tar sushi almost... yum! We got the BBQ pork buns which were delicious but surprisingly crispy. I'm more used to a melt in your mouth situation, but these were prepared differently.. I loved them though!  Then he had the pork ramen and I had the pepper ramen. His was really amazing. The broth was light yet flavorful, with al dente noodles, a soft boiled egg and fish cake. Mine was interesting. It was a bowl of ramen served in a thick sauce at the bottom rather then broth, and sausage and peppers on top. Probably the most eclectic bowl of ramen I've ever tried, but I gotta say.. I missed the broth. Even if it came with a mini dipping bowl, I think that would have hit the spot. I did dip it a few times in my fiancés broth and LOVED that! I'm always open to trying new things so I'm glad I went out of the box. It's a good thing our server warned us that my ramen would not have broth, otherwise I would have been so confused.. the menu doesn't specify this!
  Overall we had a really nice lunch here! Definitely an out of the box menu here. I wish I had a few more days to try some of the ramen dishes and see if any of the other ones would have tickled my fancy more. I'm pretty sure we will stop in again next time we are in NYC or Toronto!",0,0,1,positive
7,Qar42Ifpfay4kcNZNDTrhg,9D1Z_m3x3EOEZtvVDWPfDA,zgQHtqX0gqMw1nlBZl2VnQ,3,2015-03-14,"Underwhelmed. Had shiitake buns and scallion noodles. Shiitake buns had hoisin which had a really strong flavour which I wasn't a fan of. Noodles were so-so, nothing to write home about.

Husband had the ramen. Broth had no flavour.",0,0,0,positive
8,x8Ikw9_HhrM9pQqA4ZxlKA,Bzn7QwVt5-WGWKUP2cDlUQ,zgQHtqX0gqMw1nlBZl2VnQ,4,2017-09-03,"It was a pleasant experience, their interiors are pretty nice. My friend from NY introduced this David Changs' restaurant , their pork buns are probably the best ever.. I have had! We tried their extremely spicy noodles and a ramen soup off course with their famous 'Katsu' . The spicy noodles were nice but it felt like boring flavors after half the portion .. their noodle soups are great..",0,0,0,positive
9,FcvfBhKDqnt3dKxhqug0ZA,VC87xGy02KOD_2C3ulj1ag,zgQHtqX0gqMw1nlBZl2VnQ,4,2013-03-28,"I just recently relocated from NYC to Toronto. I always wanted to try this place while I was living in NYC but i heard there's always long line at dinner time..But honestly I am not a huge fan of Ramen and I can't really distinguish good ones from bad ones (been to Ippudo & totto in NYC and was not impressed whatsoever..)

That said, I do like this place. I was a bit surprised that when my bf and I walked in around 6pm on a Thursday evening  we were seated immediately. No waiting at all! We were sited at the bar watching the kitchen area, which was kinda fun. Server was friendly.

Now the food:

Momofuku Ramen - my bf LOVES ramen and he gave a high appraisal. I only sipped a bit of the soup and that was enough for me-- it has a VERY STRONG meaty taste, which exactly why my bf likes it, and I cant really stand...I'm not a big meat-lover and I can't take certain ""meat"" flavor\/taste, and this had it. But i think if you love meat like my bf or many other people, you might find this taste pretty enjoyable. 

Shiitake buns - this taste great but a bit on the salty side. 

Ginger scallion noodles - I LOVE LOVE this!! This is heaven!! It's full of flavors though it only has veggies and may look bland. Again i'm not a fan of ramen, but I can't wait to go back and have this again! 

Japanese yam (side) - it's yam..it makes you full..we didn't really eat much of it since we were pretty much filled by our ramens and buns. I packed it home and had it on the second day - it was actually pretty good.

pudding - sticky date -  this is the only thing that disappointed me...it came on the dry side and nothing really like a ""pudding."" 

Overall we had a great dinner - a very satisfied one. Prob will go back again.",0,0,0,positive
